COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
MDV;Maldives;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2010;0–9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2010;66–89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;2010;information is not available, could not be identified or is not applicable.;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2010;0–9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2010;0–9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;NG;NGA;NGA;nan
