COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
PNG;Papua New Guinea;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;PNG;nan
PRY;Paraguay;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;PY;PRY;PRY;nan
PER;Peru;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;PE;PER;PER;nan
PHL;Philippines;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;PH;PHL;PHL;nan
POL;Poland;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;PL;POL;POL;nan
PRT;Portugal;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;PT;PRT;PRT;nan
QAT;Qatar;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;QA;QAT;QAT;nan
ROU;Romania;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;RO;ROU;ROU;nan
RUS;Russia;2021;Draft Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;RU;RUS;RUS;nan
RWA;Rwanda;2021;Draft Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;RW;RWA;RWA;nan
KNA;Saint Kitts and Nevis;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;KN;KNA;KNA;nan
LCA;Saint Lucia;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;LC;LCA;LCA;nan
VCT;Saint Vincent and The Grenadines;2021;Draft Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;VCT;nan
WSM;Samoa;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;WS;WSM;WSM;nan
SMR;San Marino;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SM;SMR;SMR;nan
STP;Sao Tome and Principe;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;ST;STP;STP;nan
SAU;Saudi Arabia;2021;Draft Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SA;SAU;SAU;nan
SEN;Senegal;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SN;SEN;SEN;nan
SRB;Serbia;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;RS;SRB;SRB;nan
SYC;Seychelles;2021;Draft Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SC;SYC;SYC;nan
SLE;Sierra Leone;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SL;SLE;SLE;nan
SGP;Singapore;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SG;SGP;SGP;nan
SVK;Slovakia;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;SVK;nan
SVN;Slovenia;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SI;SVN;SVN;nan
SLB;Solomon Islands;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SB;SLB;SLB;nan
SOM;Somalia;2021;No Data;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SO;SOM;SOM;nan
ZAF;South Africa;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;ZA;ZAF;ZAF;nan
SSD;South Sudan;2021;No Data;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SS;SSD;SSD;nan
ESP;Spain;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;ES;ESP;ESP;nan
LKA;Sri Lanka;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;LK;LKA;LKA;nan
SDN;Sudan;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SD;SDN;SDN;nan
SUR;Suriname;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SR;SUR;SUR;nan
SWE;Sweden;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SE;SWE;SWE;nan
CHE;Switzerland;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;CH;CHE;CHE;nan
SYR;Syria;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;SY;SYR;SYR;nan
TJK;Tajikistan;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;TJ;TJK;TJK;nan
TZA;Tanzania;2021;Draft Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;TZ;TZA;TZA;nan
THA;Thailand;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;TH;THA;THA;nan
TLS;Timor-Leste;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;TLS;nan
TGO;Togo;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;TGO;nan
TON;Tonga;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;TON;nan
TTO;Trinidad and Tobago;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;TTO;nan
TUN;Tunisia;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;TUN;nan
TUR;Turkey;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;TUR;nan
TKM;Turkmenistan;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;TM;TKM;TKM;nan
TUV;Tuvalu;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;TV;TUV;TUV;nan
UGA;Uganda;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;UGA;nan
UKR;Ukraine;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;UA;UKR;UKR;nan
ARE;United Arab Emirates;2021;No Data;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;ARE;nan
GBR;United Kingdom;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;GBR;nan
USA;United States;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;USA;nan
URY;Uruguay;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;URY;nan
UZB;Uzbekistan;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;UZB;nan
VUT;Vanuatu;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;VUT;nan
VEN;Venezuela;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;VEN;nan
VNM;Vietnam;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;VNM;nan
YEM;Yemen;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;YEM;nan
ZMB;Zambia;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;ZMB;nan
ZWE;Zimbabwe;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;ZWE;nan
