goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Reporting Type;dimensions.Quantile;ATTR_ENDPOINT
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;484;Mexico;2010.0;20.37995;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;484;Mexico;2012.0;46.95763;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;484;Mexico;2012.0;16.00755;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;484;Mexico;2014.0;41.88906;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;484;Mexico;2014.0;14.80199;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;484;Mexico;2016.0;13.60153;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;484;Mexico;2016.0;3.62874;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;484;Mexico;2018.0;13.85704;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;484;Mexico;2018.0;4.61933;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;583;Micronesia (Federated States of);2000.0;17.36119;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;583;Micronesia (Federated States of);2000.0;7.49548;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2007.0;40.53577;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2007.0;41.41258;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2009.0;41.86687;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2009.0;43.35264;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2010.0;42.92851;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2010.0;44.47445;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2011.0;38.44766;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2011.0;38.68062;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2012.0;43.27928;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2012.0;44.98031;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2014.0;43.00637;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2014.0;43.56636;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2016.0;44.52234;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;496;Mongolia;2016.0;47.38923;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;499;Montenegro;2011.0;41.20343;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;499;Montenegro;2011.0;52.94489;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;499;Montenegro;2012.0;46.60048;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;499;Montenegro;2012.0;43.56685;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;499;Montenegro;2013.0;45.53042;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;499;Montenegro;2013.0;38.93858;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;499;Montenegro;2014.0;47.93255;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;499;Montenegro;2014.0;51.86142;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;508;Mozambique;2008.0;1.69778;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;508;Mozambique;2008.0;0.56178;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;508;Mozambique;2014.0;3.80873;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;508;Mozambique;2014.0;1.1386;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;104;Myanmar;2017.0;5.34988;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;104;Myanmar;2017.0;1.59539;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;516;Namibia;2009.0;0.96866;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;516;Namibia;2009.0;0.43386;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;516;Namibia;2015.0;3.85156;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;516;Namibia;2015.0;2.64948;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;524;Nepal;2010.0;5.25896;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;524;Nepal;2010.0;0.56878;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;558;Nicaragua;2005.0;25.42971;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;558;Nicaragua;2005.0;13.25427;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;558;Nicaragua;2009.0;5.6142;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;558;Nicaragua;2009.0;1.44331;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;558;Nicaragua;2014.0;3.12432;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;558;Nicaragua;2014.0;13.70804;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;562;Niger;2011.0;1.41793;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;562;Niger;2011.0;0.2309;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;562;Niger;2014.0;1.3731;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;562;Niger;2014.0;0.00356;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;566;Nigeria;2012.0;0.06654;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;566;Nigeria;2012.0;1.24606;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;566;Nigeria;2015.0;2.70707;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;566;Nigeria;2015.0;1.16246;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;566;Nigeria;2018.0;3.30523;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
