COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
MYS;Malaysia;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2010;0-9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2010;90-100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2010;90-100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;2010;information is not available, could not be identified or is not applicable;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2010;33-65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2010;90-100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2010;0-9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2010;33-65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2010;0-9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2010;0-9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;OM;OMN;OMN;nan
PAK;Pakistan;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;PK;PAK;PAK;nan
PLW;Palau;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;PW;PLW;PLW;nan
PSE;State of Palestine;2010;information is not available, could not be identified or is not applicable;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;;;PSE;nan
PAN;Panama;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;PA;PAN;PAN;nan
