COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
NAM;Namibia;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;OM;OMN;OMN;nan
PAK;Pakistan;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;PK;PAK;PAK;nan
PLW;Palau;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;PW;PLW;PLW;nan
PSE;State of Palestine;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;PSE;nan
PAN;Panama;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;PA;PAN;PAN;nan
PNG;Papua New Guinea;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;PNG;nan
PRY;Paraguay;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;PY;PRY;PRY;nan
PER;Peru;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;PE;PER;PER;nan
PHL;Philippines;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;PH;PHL;PHL;nan
POL;Poland;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;PL;POL;POL;nan
PRT;Portugal;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;PT;PRT;PRT;nan
QAT;Qatar;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;QA;QAT;QAT;nan
ROU;Romania;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;RO;ROU;ROU;nan
RUS;Russia;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;RU;RUS;RUS;nan
RWA;Rwanda;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;RW;RWA;RWA;nan
KNA;Saint Kitts and Nevis;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;KN;KNA;KNA;nan
LCA;Saint Lucia;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;LC;LCA;LCA;nan
VCT;Saint Vincent and The Grenadines;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;VCT;nan
WSM;Samoa;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;WS;WSM;WSM;nan
SMR;San Marino;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SM;SMR;SMR;nan
STP;Sao Tome and Principe;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;ST;STP;STP;nan
SAU;Saudi Arabia;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SA;SAU;SAU;nan
SEN;Senegal;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SN;SEN;SEN;nan
SRB;Serbia;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;RS;SRB;SRB;nan
SYC;Seychelles;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SC;SYC;SYC;nan
SLE;Sierra Leone;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SL;SLE;SLE;nan
SGP;Singapore;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SG;SGP;SGP;nan
SVK;Slovakia;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;SVK;nan
SVN;Slovenia;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SI;SVN;SVN;nan
SLB;Solomon Islands;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SB;SLB;SLB;nan
SOM;Somalia;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SO;SOM;SOM;nan
ZAF;South Africa;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;ZA;ZAF;ZAF;nan
SSD;South Sudan;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SS;SSD;SSD;nan
ESP;Spain;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;ES;ESP;ESP;nan
LKA;Sri Lanka;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;LK;LKA;LKA;nan
SDN;Sudan;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SD;SDN;SDN;nan
SUR;Suriname;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SR;SUR;SUR;nan
SWE;Sweden;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SE;SWE;SWE;nan
CHE;Switzerland;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;CH;CHE;CHE;nan
SYR;Syria;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;SY;SYR;SYR;nan
TJK;Tajikistan;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;TJ;TJK;TJK;nan
TZA;Tanzania;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;TZ;TZA;TZA;nan
THA;Thailand;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;TH;THA;THA;nan
TLS;Timor-Leste;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;TLS;nan
TGO;Togo;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;TGO;nan
TON;Tonga;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;TON;nan
TTO;Trinidad and Tobago;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;TTO;nan
TUN;Tunisia;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;TUN;nan
TUR;Turkey;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;TUR;nan
TKM;Turkmenistan;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;TM;TKM;TKM;nan
TUV;Tuvalu;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;TV;TUV;TUV;nan
UGA;Uganda;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;UGA;nan
UKR;Ukraine;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;UA;UKR;UKR;nan
