DATAFLOW;REF_AREA;FREQ;MEASURE;SEX;TIME_PERIOD;OBS_VALUE;OBS_STATUS;UNIT_MEASURE_TYPE;UNIT_MEASURE;UNIT_MULT;SOURCE;NOTE_SOURCE;NOTE_INDICATOR;NOTE_CLASSIF;DECIMALS;UPPER_BOUND;LOWER_BOUND;ATTR_ENDPOINT
ILO:DF_HOW_UEMP_SEX_NB(1.0);DOM;A;HOW_UEMP_NB;SEX_F;2020;38.44;B;NB;HR;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);DOM;A;HOW_UEMP_NB;SEX_T;2021;42.08;;NB;HR;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);DOM;A;HOW_UEMP_NB;SEX_M;2021;44.32;;NB;HR;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);DOM;A;HOW_UEMP_NB;SEX_F;2021;38.76;;NB;HR;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ECU;A;HOW_UEMP_NB;SEX_T;2020;35.28;B;NB;HR;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ECU;A;HOW_UEMP_NB;SEX_M;2020;37.56;B;NB;HR;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ECU;A;HOW_UEMP_NB;SEX_F;2020;31.96;B;NB;HR;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ECU;A;HOW_UEMP_NB;SEX_T;2021;34.76;;NB;HR;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ECU;A;HOW_UEMP_NB;SEX_M;2021;37.53;;NB;HR;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ECU;A;HOW_UEMP_NB;SEX_F;2021;30.82;;NB;HR;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ECU;A;HOW_UEMP_NB;SEX_T;2022;34.26;;NB;HR;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ECU;A;HOW_UEMP_NB;SEX_M;2022;37.25;;NB;HR;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ECU;A;HOW_UEMP_NB;SEX_F;2022;30.12;;NB;HR;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);FRA;A;HOW_UEMP_NB;SEX_T;2020;37.41;;NB;HR;0;LFS - Enquête sur l'emploi;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);FRA;A;HOW_UEMP_NB;SEX_M;2020;39.78;;NB;HR;0;LFS - Enquête sur l'emploi;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);FRA;A;HOW_UEMP_NB;SEX_F;2020;34.9;;NB;HR;0;LFS - Enquête sur l'emploi;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);FRA;A;HOW_UEMP_NB;SEX_T;2021;36.86;;NB;HR;0;LFS - Enquête sur l'emploi;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);FRA;A;HOW_UEMP_NB;SEX_M;2021;39.21;;NB;HR;0;LFS - Enquête sur l'emploi;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);FRA;A;HOW_UEMP_NB;SEX_F;2021;34.4;;NB;HR;0;LFS - Enquête sur l'emploi;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GEO;A;HOW_UEMP_NB;SEX_T;2020;42.53;B;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GEO;A;HOW_UEMP_NB;SEX_M;2020;45.29;B;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GEO;A;HOW_UEMP_NB;SEX_F;2020;39.43;B;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GRC;A;HOW_UEMP_NB;SEX_T;2020;41.7;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GRC;A;HOW_UEMP_NB;SEX_M;2020;43.82;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GRC;A;HOW_UEMP_NB;SEX_F;2020;38.88;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GRC;A;HOW_UEMP_NB;SEX_T;2021;41.32;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GRC;A;HOW_UEMP_NB;SEX_M;2021;43.35;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GRC;A;HOW_UEMP_NB;SEX_F;2021;38.55;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GTM;A;HOW_UEMP_NB;SEX_T;2021;43.53;;NB;HR;0;LFS - Encuesta Nacional de Empleo e Ingresos;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GTM;A;HOW_UEMP_NB;SEX_M;2021;46.25;;NB;HR;0;LFS - Encuesta Nacional de Empleo e Ingresos;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GTM;A;HOW_UEMP_NB;SEX_F;2021;38.77;;NB;HR;0;LFS - Encuesta Nacional de Empleo e Ingresos;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GTM;A;HOW_UEMP_NB;SEX_T;2022;37.94;;NB;HR;0;LFS - Encuesta Nacional de Empleo e Ingresos;Repository: ILO-STATISTICS - Micro data processing;Unemployment definition: Two criteria (not in employment and seeking) | Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GTM;A;HOW_UEMP_NB;SEX_M;2022;40.9;;NB;HR;0;LFS - Encuesta Nacional de Empleo e Ingresos;Repository: ILO-STATISTICS - Micro data processing;Unemployment definition: Two criteria (not in employment and seeking) | Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);GTM;A;HOW_UEMP_NB;SEX_F;2022;32.89;;NB;HR;0;LFS - Encuesta Nacional de Empleo e Ingresos;Repository: ILO-STATISTICS - Micro data processing;Unemployment definition: Two criteria (not in employment and seeking) | Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);HND;A;HOW_UEMP_NB;SEX_T;2020;38.39;B;NB;HR;0;HS - Encuesta Permanente de Hogares de Propósitos Múltiples;Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);HND;A;HOW_UEMP_NB;SEX_M;2020;41.62;B;NB;HR;0;HS - Encuesta Permanente de Hogares de Propósitos Múltiples;Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);HND;A;HOW_UEMP_NB;SEX_F;2020;33.99;B;NB;HR;0;HS - Encuesta Permanente de Hogares de Propósitos Múltiples;Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IDN;A;HOW_UEMP_NB;SEX_T;2020;24.99;;NB;HR;0;LFS - National Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IDN;A;HOW_UEMP_NB;SEX_M;2020;26.25;;NB;HR;0;LFS - National Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IDN;A;HOW_UEMP_NB;SEX_F;2020;23.06;;NB;HR;0;LFS - National Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IDN;A;HOW_UEMP_NB;SEX_T;2021;38.57;;NB;HR;0;LFS - National Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IDN;A;HOW_UEMP_NB;SEX_M;2021;40.4;;NB;HR;0;LFS - National Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IDN;A;HOW_UEMP_NB;SEX_F;2021;35.79;;NB;HR;0;LFS - National Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IDN;A;HOW_UEMP_NB;SEX_T;2022;39.48;;NB;HR;0;LFS - National Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IDN;A;HOW_UEMP_NB;SEX_M;2022;41.35;;NB;HR;0;LFS - National Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IDN;A;HOW_UEMP_NB;SEX_F;2022;36.58;;NB;HR;0;LFS - National Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IRN;A;HOW_UEMP_NB;SEX_T;2020;45.64;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IRN;A;HOW_UEMP_NB;SEX_M;2020;47.82;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IRN;A;HOW_UEMP_NB;SEX_F;2020;34.03;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IRN;A;HOW_UEMP_NB;SEX_T;2021;46.48;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IRN;A;HOW_UEMP_NB;SEX_M;2021;48.43;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IRN;A;HOW_UEMP_NB;SEX_F;2021;35.53;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IRQ;A;HOW_UEMP_NB;SEX_T;2021;42.24;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IRQ;A;HOW_UEMP_NB;SEX_M;2021;43.84;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);IRQ;A;HOW_UEMP_NB;SEX_F;2021;29.94;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ISR;A;HOW_UEMP_NB;SEX_T;2020;40.65;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ISR;A;HOW_UEMP_NB;SEX_M;2020;43.94;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ISR;A;HOW_UEMP_NB;SEX_F;2020;37.18;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ISR;A;HOW_UEMP_NB;SEX_T;2021;40.54;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ISR;A;HOW_UEMP_NB;SEX_M;2021;43.75;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ISR;A;HOW_UEMP_NB;SEX_F;2021;37.19;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);JAM;A;HOW_UEMP_NB;SEX_T;2020;43.96;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);JAM;A;HOW_UEMP_NB;SEX_M;2020;45.32;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);JAM;A;HOW_UEMP_NB;SEX_F;2020;42.3;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);JOR;A;HOW_UEMP_NB;SEX_T;2020;47.46;;NB;HR;0;LFS - Employment and Unemployment Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);JOR;A;HOW_UEMP_NB;SEX_M;2020;47.98;;NB;HR;0;LFS - Employment and Unemployment Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);JOR;A;HOW_UEMP_NB;SEX_F;2020;44.67;;NB;HR;0;LFS - Employment and Unemployment Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
