COUNTRY_ISO_3;time_period_not_used;population;GHO;PUBLISHSTATE;YEAR;REGION;country_not_used;SEX;ENVCAUSE;obs_value_no_used_2;Numeric;Low;High;StdErr;StdDev;Comments;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_ENDPOINT
HUN;2019;9771.7955;AIR_4;PUBLISHED;2019;EUR;HUN;BTSX;ENVCAUSE039;2 [1-3];1.56983;0.70928;2.57831;;;;0.016064908439805153;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
IDN;2019;269582.878;AIR_4;PUBLISHED;2019;SEAR;IDN;BTSX;ENVCAUSE039;2 317 [1 273-3 485];2317.23274;1273.26547;3484.98102;;;;0.8595622827351816;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
IND;2019;1383112.0505;AIR_4;PUBLISHED;2019;SEAR;IND;BTSX;ENVCAUSE039;23 585 [17 625-30 287];23584.96881;17624.82037;30287.33643;;;;1.705210275731019;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
IRL;2019;4896.019;AIR_4;PUBLISHED;2019;EUR;IRL;BTSX;ENVCAUSE039;0 [0-0];0.10947;0.03202;0.22882;;;;0.002235898185852628;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
IRN;2019;86564.202;AIR_4;PUBLISHED;2019;EMR;IRN;BTSX;ENVCAUSE039;539 [361-723];538.7097;361.15309;722.58001;;;;0.6223238793329372;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
IRQ;2019;41563.5205;AIR_4;PUBLISHED;2019;EMR;IRQ;BTSX;ENVCAUSE039;850 [580-1 132];849.58142;580.25383;1131.91887;;;;2.044055483702349;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
ISL;2019;360.7745;AIR_4;PUBLISHED;2019;EUR;ISL;BTSX;ENVCAUSE039;0 [0-0];1e-05;0.0;1e-05;;;;2.7718145268027537e-06;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
ISR;2019;8607.9195;AIR_4;PUBLISHED;2019;EUR;ISR;BTSX;ENVCAUSE039;1 [0-1];0.79992;0.42255;1.19712;;;;0.009292837833811062;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
ITA;2019;59727.932;AIR_4;PUBLISHED;2019;EUR;ITA;BTSX;ENVCAUSE039;2 [1-3];1.58575;0.71534;2.60794;;;;0.0026549554737639335;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
JAM;2019;2813.773;AIR_4;PUBLISHED;2019;AMR;JAM;BTSX;ENVCAUSE039;4 [2-6];3.75074;1.66057;6.13617;;;;0.13329931021443447;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
JOR;2019;10698.6835;AIR_4;PUBLISHED;2019;EMR;JOR;BTSX;ENVCAUSE039;64 [38-89];63.67064;38.06466;89.48233;;;;0.5951259330178335;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
JPN;2019;125791.6765;AIR_4;PUBLISHED;2019;WPR;JPN;BTSX;ENVCAUSE039;8 [3-15];8.34915;3.04678;15.39902;;;;0.006637283349983813;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
KAZ;2019;18754.258;AIR_4;PUBLISHED;2019;EUR;KAZ;BTSX;ENVCAUSE039;97 [57-139];96.947;57.05896;139.05124;;;;0.5169332745662345;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
KEN;2019;50951.45;AIR_4;PUBLISHED;2019;AFR;KEN;BTSX;ENVCAUSE039;763 [263-1 400];762.72697;262.53268;1400.43521;;;;1.4969681333897271;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
KGZ;2019;6323.643;AIR_4;PUBLISHED;2019;EUR;KGZ;BTSX;ENVCAUSE039;87 [56-118];87.40887;56.08815;117.69346;;;;1.382254975494347;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
KHM;2019;16207.746;AIR_4;PUBLISHED;2019;WPR;KHM;BTSX;ENVCAUSE039;184 [92-282];184.41227;91.58418;282.17863;;;;1.137803307134749;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
KIR;2019;124.241;AIR_4;PUBLISHED;2019;WPR;KIR;BTSX;ENVCAUSE039;1 [0-4];1.21906;0.0;3.55256;;;;0.9812058821162097;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
KOR;2019;51803.8295;AIR_4;PUBLISHED;2019;WPR;KOR;BTSX;ENVCAUSE039;4 [2-5];3.50001;2.05481;4.99801;;;;0.006756276579900334;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
KWT;2019;4441.0995;AIR_4;PUBLISHED;2019;EMR;KWT;BTSX;ENVCAUSE039;6 [5-8];6.27594;4.70226;7.95839;;;;0.14131500543953135;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
LAO;2019;7212.053;AIR_4;PUBLISHED;2019;WPR;LAO;BTSX;ENVCAUSE039;184 [102-268];183.85643;102.30645;267.61264;;;;2.5492939389103215;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
LBN;2019;5781.9065;AIR_4;PUBLISHED;2019;EMR;LBN;BTSX;ENVCAUSE039;10 [5-14];9.85584;5.33825;14.36747;;;;0.17046003770555612;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
LBR;2019;4985.289;AIR_4;PUBLISHED;2019;AFR;LBR;BTSX;ENVCAUSE039;307 [160-449];307.10171;160.41535;448.80786;;;;6.1601586186879045;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
LBY;2019;6569.088;AIR_4;PUBLISHED;2019;EMR;LBY;BTSX;ENVCAUSE039;20 [9-29];19.65046;9.33014;29.17045;;;;0.2991352833148224;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
LCA;2019;178.5835;AIR_4;PUBLISHED;2019;AMR;LCA;BTSX;ENVCAUSE039;0 [0-1];0.34281;0.08361;0.70946;;;;0.191960623461854;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
LKA;2019;21649.664;AIR_4;PUBLISHED;2019;SEAR;LKA;BTSX;ENVCAUSE039;26 [13-39];26.18197;13.45903;38.99494;;;;0.1209347636988731;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
LSO;2019;2225.7015;AIR_4;PUBLISHED;2019;AFR;LSO;BTSX;ENVCAUSE039;76 [34-124];76.35103;33.53286;123.90703;;;;3.430425418682604;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
LTU;2019;2849.083;AIR_4;PUBLISHED;2019;EUR;LTU;BTSX;ENVCAUSE039;0 [0-0];0.09209;0.03041;0.17125;;;;0.0032322680666024826;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
LUX;2019;619.973;AIR_4;PUBLISHED;2019;EUR;LUX;BTSX;ENVCAUSE039;0 [0-0];0.03135;0.00938;0.0631;;;;0.005056671822805187;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
LVA;2019;1916.5555;AIR_4;PUBLISHED;2019;EUR;LVA;BTSX;ENVCAUSE039;1 [0-1];0.60894;0.2418;1.04278;;;;0.03177262542097007;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
MAR;2019;36304.4075;AIR_4;PUBLISHED;2019;EMR;MAR;BTSX;ENVCAUSE039;187 [83-312];187.34638;82.89901;312.3511;;;;0.5160430727315961;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
MDA;2019;3109.491;AIR_4;PUBLISHED;2019;EUR;MDA;BTSX;ENVCAUSE039;11 [4-20];11.09085;4.16778;19.58847;;;;0.3566773468712403;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
MDG;2019;27533.134;AIR_4;PUBLISHED;2019;AFR;MDG;BTSX;ENVCAUSE039;682 [290-1 159];682.0749;289.82655;1158.59851;;;;2.4772875474328493;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
MDV;2019;504.508;AIR_4;PUBLISHED;2019;SEAR;MDV;BTSX;ENVCAUSE039;0 [0-1];0.36966;0.14599;0.65276;;;;0.0732713851911169;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
MEX;2019;125085.3105;AIR_4;PUBLISHED;2019;AMR;MEX;BTSX;ENVCAUSE039;421 [216-640];421.48944;216.29001;640.30467;;;;0.33696158111227614;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
MKD;2019;2114.176;AIR_4;PUBLISHED;2019;EUR;MKD;BTSX;ENVCAUSE039;2 [1-2];1.73149;1.04847;2.45112;;;;0.08189904719380033;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
MLI;2019;20567.424;AIR_4;PUBLISHED;2019;AFR;MLI;BTSX;ENVCAUSE039;2 077 [967-3 212];2076.75628;967.10277;3211.93826;;;;10.097308637192485;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
MLT;2019;503.6345;AIR_4;PUBLISHED;2019;EUR;MLT;BTSX;ENVCAUSE039;0 [0-0];0.0524;0.02181;0.08916;;;;0.010404370629891321;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
