COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
PSE;State of Palestine;2023;No data;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 134";;;;;;;;;;;;;;PSE;nan
PAN;Panama;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 135";;;;;;;;;;;;PA;PAN;PAN;nan
PNG;Papua New Guinea;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 136";;;;;;;;;;;;;;PNG;nan
PRY;Paraguay;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 137";;;;;;;;;;;;PY;PRY;PRY;nan
PER;Peru;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 138";;;;;;;;;;;;PE;PER;PER;nan
PHL;Philippines;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 139";;;;;;;;;;;;PH;PHL;PHL;nan
POL;Poland;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 140";;;;;;;;;;;;PL;POL;POL;nan
PRT;Portugal;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 141";;;;;;;;;;;;PT;PRT;PRT;nan
QAT;Qatar;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 142";;;;;;;;;;;;QA;QAT;QAT;nan
ROU;Romania;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 143";;;;;;;;;;;;RO;ROU;ROU;nan
RUS;Russia;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 144";;;;;;;;;;;;RU;RUS;RUS;nan
RWA;Rwanda;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 145";;;;;;;;;;;;RW;RWA;RWA;nan
KNA;Saint Kitts and Nevis;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 146";;;;;;;;;;;;KN;KNA;KNA;nan
LCA;Saint Lucia;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 147";;;;;;;;;;;;LC;LCA;LCA;nan
VCT;Saint Vincent and The Grenadines;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 148";;;;;;;;;;;;;;VCT;nan
WSM;Samoa;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 149";;;;;;;;;;;;WS;WSM;WSM;nan
SMR;San Marino;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 150";;;;;;;;;;;;SM;SMR;SMR;nan
STP;Sao Tome and Principe;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 151";;;;;;;;;;;;ST;STP;STP;nan
SAU;Saudi Arabia;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 152";;;;;;;;;;;;SA;SAU;SAU;nan
SEN;Senegal;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 153";;;;;;;;;;;;SN;SEN;SEN;nan
SRB;Serbia;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 154";;;;;;;;;;;;RS;SRB;SRB;nan
SYC;Seychelles;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 155";;;;;;;;;;;;SC;SYC;SYC;nan
SLE;Sierra Leone;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 156";;;;;;;;;;;;SL;SLE;SLE;nan
SGP;Singapore;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 157";;;;;;;;;;;;SG;SGP;SGP;nan
SVK;Slovakia;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 158";;;;;;;;;;;;;;SVK;nan
SVN;Slovenia;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 159";;;;;;;;;;;;SI;SVN;SVN;nan
SLB;Solomon Islands;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 160";;;;;;;;;;;;SB;SLB;SLB;nan
SOM;Somalia;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 161";;;;;;;;;;;;SO;SOM;SOM;nan
ZAF;South Africa;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 162";;;;;;;;;;;;ZA;ZAF;ZAF;nan
SSD;South Sudan;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 163";;;;;;;;;;;;SS;SSD;SSD;nan
ESP;Spain;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 164";;;;;;;;;;;;ES;ESP;ESP;nan
LKA;Sri Lanka;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 165";;;;;;;;;;;;LK;LKA;LKA;nan
SDN;Sudan;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 166";;;;;;;;;;;;SD;SDN;SDN;nan
SUR;Suriname;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 167";;;;;;;;;;;;SR;SUR;SUR;nan
SWE;Sweden;2023;Yes - there is policy/strategy AND legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 168";;;;;;;;;;;;SE;SWE;SWE;nan
CHE;Switzerland;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 169";;;;;;;;;;;;CH;CHE;CHE;nan
SYR;Syria;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 170";;;;;;;;;;;;SY;SYR;SYR;nan
TJK;Tajikistan;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 171";;;;;;;;;;;;TJ;TJK;TJK;nan
TZA;Tanzania;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 172";;;;;;;;;;;;TZ;TZA;TZA;nan
THA;Thailand;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 173";;;;;;;;;;;;TH;THA;THA;nan
TLS;Timor-Leste;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 174";;;;;;;;;;;;;;TLS;nan
TGO;Togo;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 175";;;;;;;;;;;;;;TGO;nan
TON;Tonga;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 176";;;;;;;;;;;;;;TON;nan
TTO;Trinidad and Tobago;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 177";;;;;;;;;;;;;;TTO;nan
TUN;Tunisia;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 178";;;;;;;;;;;;;;TUN;nan
TUR;Turkey;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 179";;;;;;;;;;;;;;TUR;nan
TKM;Turkmenistan;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 180";;;;;;;;;;;;TM;TKM;TKM;nan
TUV;Tuvalu;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 181";;;;;;;;;;;;TV;TUV;TUV;nan
UGA;Uganda;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 182";;;;;;;;;;;;;;UGA;nan
UKR;Ukraine;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 183";;;;;;;;;;;;UA;UKR;UKR;nan
ARE;United Arab Emirates;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 184";;;;;;;;;;;;;;ARE;nan
GBR;United Kingdom;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 185";;;;;;;;;;;;;;GBR;nan
USA;United States;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 186";;;;;;;;;;;;;;USA;nan
URY;Uruguay;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 187";;;;;;;;;;;;;;URY;nan
UZB;Uzbekistan;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 188";;;;;;;;;;;;;;UZB;nan
VUT;Vanuatu;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 189";;;;;;;;;;;;;;VUT;nan
VEN;Venezuela;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 190";;;;;;;;;;;;;;VEN;nan
VNM;Vietnam;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 191";;;;;;;;;;;;;;VNM;nan
YEM;Yemen;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 192";;;;;;;;;;;;;;YEM;nan
ZMB;Zambia;2023;Yes - there is policy/strategy AND legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 193";;;;;;;;;;;;;;ZMB;nan
ZWE;Zimbabwe;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 194";;;;;;;;;;;;;;ZWE;nan
