goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Age;dimensions.Reporting Type;ATTR_ENDPOINT
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;35;South-Eastern Asia;2021.0;84.6;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 10 countries with a population coverage 95 per cent of the regional population aged 0-4 years'];E;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;35;South-Eastern Asia;2021.0;85.2;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 8 countries with a population coverage 53 per cent of the regional population aged 0-11 months'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;35;South-Eastern Asia;2021.0;91.4;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 8 countries with a population coverage 53 per cent of the regional population aged 12-23 months'];E;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;35;South-Eastern Asia;2021.0;91.6;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 8 countries with a population coverage 53 per cent of the regional population aged 24-35 months'];E;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;35;South-Eastern Asia;2021.0;91.5;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 8 countries with a population coverage 52 per cent of the regional population aged 36-47 months'];E;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;35;South-Eastern Asia;2021.0;92.5;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 8 countries with a population coverage 52 per cent of the regional population aged 48-59 months'];E;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;34;Southern Asia;2021.0;71;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 6 countries with a population coverage 95 per cent of the regional population aged 24-35 months'];E;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;34;Southern Asia;2021.0;70.5;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 6 countries with a population coverage 95 per cent of the regional population aged 36-47 months'];E;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;34;Southern Asia;2021.0;70.6;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 6 countries with a population coverage 95 per cent of the regional population aged 48-59 months'];E;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;34;Southern Asia;2021.0;71.3;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 6 countries with a population coverage 95 per cent of the regional population aged 12-23 months'];E;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;34;Southern Asia;2021.0;70.1;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 6 countries with a population coverage 95 per cent of the regional population aged 0-4 years'];E;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;34;Southern Asia;2021.0;67.4;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 6 countries with a population coverage 95 per cent of the regional population aged 0-11 months'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;724;Spain;2020.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;144;Sri Lanka;2007.0;97.2;Float;;;;;;DHS 2006-07;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;275;State of Palestine;2020.0;99.5;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;275;State of Palestine;2020.0;97;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;275;State of Palestine;2020.0;99.6;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;275;State of Palestine;2020.0;99.2;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;275;State of Palestine;2020.0;99.7;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;275;State of Palestine;2020.0;100;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;202;Sub-Saharan Africa;2021.0;46.1;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 38 countries with a population coverage 91 per cent of the regional population aged 48-59 months'];E;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;202;Sub-Saharan Africa;2021.0;45.4;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 40 countries with a population coverage 96 per cent of the regional population aged 0-4 years'];E;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;202;Sub-Saharan Africa;2021.0;39.8;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 38 countries with a population coverage 92 per cent of the regional population aged 0-11 months'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;202;Sub-Saharan Africa;2021.0;44.8;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 38 countries with a population coverage 91 per cent of the regional population aged 12-23 months'];E;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;202;Sub-Saharan Africa;2021.0;46;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 38 countries with a population coverage 91 per cent of the regional population aged 24-35 months'];E;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;202;Sub-Saharan Africa;2021.0;45.7;Float;;;;;;DHS, MICS, other national surveys, censuses and vital registration systems;;['Based on 38 countries with a population coverage 91 per cent of the regional population aged 36-47 months'];E;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;729;Sudan;2014.0;68.4;Float;;;;;;MICS 2014;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;729;Sudan;2014.0;69.2;Float;;;;;;MICS 2014;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;729;Sudan;2014.0;68.4;Float;;;;;;MICS 2014;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;729;Sudan;2014.0;69;Float;;;;;;MICS 2014;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;729;Sudan;2014.0;67.3;Float;;;;;;MICS 2014;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;729;Sudan;2014.0;62;Float;;;;;;MICS 2014;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;740;Suriname;2018.0;98.3;Float;;;;;;MICS 2018;;['Data refers to declaration of birth registration, being recorded in family book or registration with Civil Registry office.'];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;740;Suriname;2018.0;98.5;Float;;;;;;MICS 2018;;['Data refers to declaration of birth registration, being recorded in family book or registration with Civil Registry office.'];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;740;Suriname;2018.0;98.8;Float;;;;;;MICS 2018;;['Data refers to declaration of birth registration, being recorded in family book or registration with Civil Registry office.'];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;740;Suriname;2018.0;99.2;Float;;;;;;MICS 2018;;['Data refers to declaration of birth registration, being recorded in family book or registration with Civil Registry office.'];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;740;Suriname;2018.0;97.6;Float;;;;;;MICS 2018;;['Data refers to declaration of birth registration, being recorded in family book or registration with Civil Registry office.'];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;740;Suriname;2018.0;97.7;Float;;;;;;MICS 2018;;['Data refers to declaration of birth registration, being recorded in family book or registration with Civil Registry office.'];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;752;Sweden;2019.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;756;Switzerland;2019.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;760;Syrian Arab Republic;2006.0;96;Float;;;;;;MICS 2006;;[' '];CA;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;760;Syrian Arab Republic;2006.0;98.6;Float;;;;;;MICS 2006;;[' '];CA;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;760;Syrian Arab Republic;2006.0;88.8;Float;;;;;;MICS 2006;;[' '];CA;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;760;Syrian Arab Republic;2006.0;97.3;Float;;;;;;MICS 2006;;[' '];CA;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;760;Syrian Arab Republic;2006.0;96.6;Float;;;;;;MICS 2006;;[' '];CA;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;760;Syrian Arab Republic;2006.0;98.2;Float;;;;;;MICS 2006;;[' '];CA;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;762;Tajikistan;2017.0;97.5;Float;;;;;;DHS 2017;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;762;Tajikistan;2017.0;98.1;Float;;;;;;DHS 2017;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;762;Tajikistan;2017.0;96;Float;;;;;;DHS 2017;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;762;Tajikistan;2017.0;95.8;Float;;;;;;DHS 2017;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;762;Tajikistan;2017.0;89.6;Float;;;;;;DHS 2017;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;762;Tajikistan;2017.0;97.5;Float;;;;;;DHS 2017;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;764;Thailand;2019.0;100;Float;;;;;;MICS 2019;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;764;Thailand;2019.0;99.9;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;764;Thailand;2019.0;99.9;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;764;Thailand;2019.0;99.8;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;764;Thailand;2019.0;99.8;Float;;;;;;MICS 2019;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;764;Thailand;2019.0;99.4;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;626;Timor-Leste;2016.0;38;Float;;;;;;DHS 2016;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;626;Timor-Leste;2016.0;56.4;Float;;;;;;DHS 2016;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;626;Timor-Leste;2016.0;63.8;Float;;;;;;DHS 2016;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;626;Timor-Leste;2016.0;70.5;Float;;;;;;DHS 2016;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;626;Timor-Leste;2016.0;60.4;Float;;;;;;DHS 2016;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;626;Timor-Leste;2016.0;72.9;Float;;;;;;DHS 2016;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;768;Togo;2017.0;81.8;Float;;;;;;MICS 2017;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;768;Togo;2017.0;82.9;Float;;;;;;MICS 2017;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;768;Togo;2017.0;85.5;Float;;;;;;MICS 2017;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;768;Togo;2017.0;84.4;Float;;;;;;MICS 2017;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;768;Togo;2017.0;83.4;Float;;;;;;MICS 2017;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;768;Togo;2017.0;79.2;Float;;;;;;MICS 2017;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
