COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_COMMENT_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
MKD;Macedonia;2019;Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2019;Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2019;Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2019;Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2019;Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2019;There is a pollutant release and transfer register, but there is no specific national legal instrument;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;OM;OMN;OMN;nan
PAK;Pakistan;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;PK;PAK;PAK;nan
PLW;Palau;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;PW;PLW;PLW;nan
PSE;State of Palestine;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;PSE;nan
PAN;Panama;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;PA;PAN;PAN;nan
PNG;Papua New Guinea;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;PNG;nan
PRY;Paraguay;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;PY;PRY;PRY;nan
PER;Peru;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;PE;PER;PER;nan
PHL;Philippines;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;PH;PHL;PHL;nan
POL;Poland;2019;Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;PL;POL;POL;nan
PRT;Portugal;2019;Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;PT;PRT;PRT;nan
QAT;Qatar;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;QA;QAT;QAT;nan
ROU;Romania;2019;Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;RO;ROU;ROU;nan
RUS;Russia;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;RU;RUS;RUS;nan
RWA;Rwanda;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;RW;RWA;RWA;nan
KNA;Saint Kitts and Nevis;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;KN;KNA;KNA;nan
LCA;Saint Lucia;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;LC;LCA;LCA;nan
VCT;Saint Vincent and The Grenadines;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;VCT;nan
WSM;Samoa;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;WS;WSM;WSM;nan
SMR;San Marino;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SM;SMR;SMR;nan
STP;Sao Tome and Principe;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;ST;STP;STP;nan
