goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;attributes.Observation Status;dimensions.Reporting Type;ATTR_ENDPOINT
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;5;South America;2019.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;5;South America;2020.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;5;South America;2021.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;35;South-Eastern Asia;2017.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;35;South-Eastern Asia;2020.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;35;South-Eastern Asia;2021.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;18;Southern Africa;2021.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;34;Southern Asia;2019.0;4;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;34;Southern Asia;2021.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;39;Southern Europe;2017.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;39;Southern Europe;2019.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;39;Southern Europe;2021.0;3;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;144;Sri Lanka;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;275;State of Palestine;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;202;Sub-Saharan Africa;2017.0;10;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;202;Sub-Saharan Africa;2020.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;202;Sub-Saharan Africa;2021.0;4;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;752;Sweden;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;756;Switzerland;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;764;Thailand;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;768;Togo;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;788;Tunisia;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;792;Türkiye;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;800;Uganda;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;804;Ukraine;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;784;United Arab Emirates;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;826;United Kingdom of Great Britain and Northern Ireland;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;834;United Republic of Tanzania;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;840;United States of America;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;11;Western Africa;2017.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;11;Western Africa;2020.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;145;Western Asia;2017.0;5;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;145;Western Asia;2020.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;145;Western Asia;2021.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;155;Western Europe;2017.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;155;Western Europe;2020.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;155;Western Europe;2021.0;3;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;1;World;2017.0;26;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;1;World;2019.0;15;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;1;World;2020.0;18;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;1;World;2021.0;26;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;887;Yemen;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;716;Zimbabwe;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
