COUNTRY_ISO_3;TIME_PERIOD;population;COUNTRY_ISO_3_original;country_col_not_used;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;ATTR_ENDPOINT
TKM;2022;6430.7705;TKM;Turkmenistan;2.767942037427708;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;TM;TKM;
TUV;2022;11.3115;TUV;Tuvalu;442.0280245767581;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;TV;TUV;
UGA;2022;47249.585;UGA;Uganda;11.661478084939795;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
UKR;2022;39701.739;UKR;Ukraine;131.80279080470504;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;UA;UKR;
ARE;2022;9441.1285;ARE;United Arab Emirates;2810.119574158957;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
GBR;2022;67508.9355;GBR;United Kingdom;469.41934079230145;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
USA;2022;338289.857;USA;United States;461.916302740345;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
URY;2022;3422.7935;URY;Uruguay;240.59295426381988;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
UZB;2022;34627.6525;UZB;Uzbekistan;60.1253579057951;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
VUT;2022;326.7405;VUT;Vanuatu;569.5651442046517;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
VEN;2022;28301.6955;VEN;Venezuela;1064.211859674626;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
VNM;2022;98186.856;VNM;Vietnam;975.1121881323911;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
YEM;2022;33696.614;YEM;Yemen;628.0334279283966;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
ZMB;2022;20017.675;ZMB;Zambia;39.390188920541476;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
ZWE;2022;16320.537;ZWE;Zimbabwe;11.65402829576012;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
