goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;attributes.Observation Status;dimensions.Reporting Type;dimensions.Policy instruments;ATTR_ENDPOINT
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;578;Norway;2022.0;1;Float;;;;;;Ministry of Climate and Environment;;[''];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;578;Norway;2022.0;1;Float;;;;;;Ministry of Climate and Environment;;[''];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;586;Pakistan;2019.0;1;Float;;;;;;Ministry of Climate Change Government of Pakistan;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;604;Peru;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;604;Peru;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;608;Philippines;2022.0;1;Float;;;;;;National Economic and Development Authority;;[''];C;NUMBER;A;G;POLICY_ECONFIS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;608;Philippines;2022.0;1;Float;;;;;;National Economic and Development Authority;;[''];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;608;Philippines;2022.0;1;Float;;;;;;National Economic and Development Authority;;[''];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;608;Philippines;2022.0;1;Float;;;;;;National Economic and Development Authority;;[''];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;616;Poland;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;410;Republic of Korea;2019.0;1;Float;;;;;;Environmental Industry and Technology Institute;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;642;Romania;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;662;Saint Lucia;2020.0;1;Float;;;;;;Ministry of Education, Innovation, Gender Relations and Sustainable Development;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;678;Sao Tome and Principe;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;686;Senegal;2020.0;1;Float;;;;;;Ministry of Environment and Sustainable Development;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;688;Serbia;2022.0;1;Float;;;;;;Environmental Protection Agency;;[''];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;688;Serbia;2022.0;1;Float;;;;;;Environmental Protection Agency;;[''];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;688;Serbia;2022.0;1;Float;;;;;;Environmental Protection Agency;;[''];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;702;Singapore;2020.0;1;Float;;;;;;Ministry of Sustainability and the Environment;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;702;Singapore;2020.0;1;Float;;;;;;Ministry of Sustainability and the Environment;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;703;Slovakia;2021.0;1;Float;;;;;;Environment Agency;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;703;Slovakia;2021.0;1;Float;;;;;;Environment Agency;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;703;Slovakia;2021.0;1;Float;;;;;;Environment Agency;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;703;Slovakia;2021.0;1;Float;;;;;;Environment Agency;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_ECONFIS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;705;Slovenia;2021.0;1;Float;;;;;;Ministry of Environment and Spatial Planning;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;722;Small island developing States (SIDS);2017.0;4;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;710;South Africa;2022.0;1;Float;;;;;;Department Of Environmental Affairs;;[''];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;710;South Africa;2022.0;1;Float;;;;;;Department Of Environmental Affairs;;[''];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;710;South Africa;2022.0;1;Float;;;;;;Department Of Environmental Affairs;;[''];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;34;Southern Asia;2019.0;4;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;144;Sri Lanka;2021.0;1;Float;;;;;;Ministry of National Policies and Economic Affairs;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;275;State of Palestine;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;752;Sweden;2022.0;1;Float;;;;;;Environmental Protection Agency;;[''];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;752;Sweden;2022.0;1;Float;;;;;;Environmental Protection Agency ;;[''];C;NUMBER;A;G;POLICY_ECONFIS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;752;Sweden;2022.0;1;Float;;;;;;Environmental Protection Agency;;[''];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;752;Sweden;2022.0;1;Float;;;;;;Environmental Protection Agency;;[''];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;756;Switzerland;2021.0;1;Float;;;;;;Federal Office for the Environment (FOEN);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;756;Switzerland;2021.0;1;Float;;;;;;Federal Office for the Environment (FOEN);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;756;Switzerland;2021.0;1;Float;;;;;;Federal Office for the Environment (FOEN);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;764;Thailand;2021.0;1;Float;;;;;;Ministry of Natural Resources and Environment;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;768;Togo;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;788;Tunisia;2021.0;1;Float;;;;;;Direction GÃ©nÃ©rale du DÃ©veloppement Durable;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;792;Türkiye;2022.0;1;Float;;;;;;General Directorate of Environmental Management;;[''];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;792;Türkiye;2022.0;1;Float;;;;;;General Directorate of Environmental Management;;[''];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;804;Ukraine;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;784;United Arab Emirates;2020.0;1;Float;;;;;;Ministry of Climate Change and Environment, United Arab Emirates;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;826;United Kingdom of Great Britain and Northern Ireland;2021.0;1;Float;;;;;;Department for Environment, Food and Rural Affairs (DEFRA);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;826;United Kingdom of Great Britain and Northern Ireland;2021.0;1;Float;;;;;;Department for Environment, Food and Rural Affairs (DEFRA);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_ECONFIS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;826;United Kingdom of Great Britain and Northern Ireland;2021.0;1;Float;;;;;;Department for Environment, Food and Rural Affairs (DEFRA);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;826;United Kingdom of Great Britain and Northern Ireland;2021.0;1;Float;;;;;;Department for Environment, Food and Rural Affairs (DEFRA);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;834;United Republic of Tanzania;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;840;United States of America;2022.0;1;Float;;;;;;US Environmental Protection Authority (EPA);;[''];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;840;United States of America;2022.0;1;Float;;;;;;US Environmental Protection Authority (EPA);;[''];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;840;United States of America;2022.0;1;Float;;;;;;US Environmental Protection Authority (EPA);;[''];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;155;Western Europe;2017.0;1;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;155;Western Europe;2017.0;1;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;155;Western Europe;2020.0;1;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;155;Western Europe;2020.0;2;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;155;Western Europe;2021.0;3;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;155;Western Europe;2021.0;3;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;155;Western Europe;2021.0;2;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_ECONFIS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;155;Western Europe;2021.0;3;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;1;World;2017.0;4;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;1;World;2017.0;20;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;1;World;2019.0;15;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;1;World;2020.0;17;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;1;World;2020.0;6;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;1;World;2020.0;4;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;1;World;2021.0;6;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;1;World;2021.0;11;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;1;World;2021.0;16;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;1;World;2021.0;6;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_ECONFIS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
