goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;attributes.Observation Status;dimensions.Sex;dimensions.Reporting Type;ATTR_ENDPOINT
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;442;Luxembourg;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;458;Malaysia;2020.0;46.5;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;462;Maldives;2020.0;26.2;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;470;Malta;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;470;Malta;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;478;Mauritania;2020.0;0.2;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;54;Melanesia;2016.0;41.4;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['To interpret with caution: estimates based on reported data coverage below 40% of the population'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;484;Mexico;2017.0;9.6;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;484;Mexico;2019.0;10.5;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;17;Middle Africa;2016.0;4.8;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['To interpret with caution: estimates based on reported data coverage below 40% of the population'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;496;Mongolia;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;496;Mongolia;2020.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;499;Montenegro;2020.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;508;Mozambique;2016.0;0.2;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;508;Mozambique;2020.0;0.3;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;104;Myanmar;2016.0;0.7;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;104;Myanmar;2020.0;1.6;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;516;Namibia;2020.0;24.8;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;524;Nepal;2020.0;9.8;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;528;Netherlands;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;528;Netherlands;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;554;New Zealand;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;554;New Zealand;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;558;Nicaragua;2020.0;17.8;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;566;Nigeria;2016.0;0.1;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI). Based on information from federal programmes only.;;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;807;North Macedonia;2020.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;15;Northern Africa;2016.0;69.1;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;15;Northern Africa;2020.0;46.5;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Data are not strictly comparable to 2016 regional estimates due to methodological enhancements, extended data availability and country revisions.'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;747;Northern Africa and Western Asia;2016.0;51.8;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['To interpret with caution: estimates based on reported data coverage below 40% of the population'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;747;Northern Africa and Western Asia;2020.0;40.6;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Data are not strictly comparable to 2016 regional estimates due to methodological enhancements, extended data availability and country revisions.'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;21;Northern America;2016.0;99.9;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['To interpret with caution: estimates based on reported data coverage below 40% of the population'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;21;Northern America;2020.0;95.9;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Data are not strictly comparable to 2016 regional estimates due to methodological enhancements, extended data availability and country revisions. To interpret with caution: estimates based on reported data coverage below 40% of the population'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;154;Northern Europe;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;578;Norway;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;578;Norway;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;9;Oceania;2016.0;84;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['To interpret with caution: estimates based on reported data coverage below 40% of the population'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;9;Oceania;2020.0;77;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Data are not strictly comparable to 2016 regional estimates due to methodological enhancements, extended data availability and country revisions.'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;543;Oceania (exc. Australia and New Zealand);2016.0;41.4;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['To interpret with caution: estimates based on reported data coverage below 40% of the population'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;543;Oceania (exc. Australia and New Zealand);2020.0;20.7;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Data are not strictly comparable to 2016 regional estimates due to methodological enhancements, extended data availability and country revisions. To interpret with caution: estimates based on reported data coverage below 40% of the population'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;158;Other non-specified areas in Eastern Asia;2020.0;14;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;591;Panama;2020.0;19.2;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;600;Paraguay;2016.0;3;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;600;Paraguay;2020.0;8.2;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;604;Peru;2020.0;8.8;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;608;Philippines;2016.0;9;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;608;Philippines;2017.0;11;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;608;Philippines;2020.0;12.4;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;616;Poland;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;616;Poland;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;61;Polynesia;2016.0;42.5;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['To interpret with caution: estimates based on reported data coverage below 40% of the population'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;620;Portugal;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;620;Portugal;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;498;Republic of Moldova;2020.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;642;Romania;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;642;Romania;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;643;Russian Federation;2016.0;69;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;643;Russian Federation;2017.0;63;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;646;Rwanda;2020.0;1.3;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;659;Saint Kitts and Nevis;2020.0;78;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;662;Saint Lucia;2020.0;39.4;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;666;Saint Pierre and Miquelon;2020.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;670;Saint Vincent and the Grenadines;2020.0;28.6;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;882;Samoa;2020.0;28.5;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;674;San Marino;2020.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;678;Sao Tome and Principe;2020.0;2;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;686;Senegal;2019.0;3;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;702;Singapore;2020.0;89.3;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
