COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
LBY;Libya;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2018.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2016.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2016.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2022.0;Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;OM;OMN;OMN;nan
PAK;Pakistan;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;PK;PAK;PAK;nan
PLW;Palau;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;PW;PLW;PLW;nan
PSE;State of Palestine;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;PSE;nan
PAN;Panama;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;PA;PAN;PAN;nan
PNG;Papua New Guinea;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;PNG;nan
PRY;Paraguay;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;PY;PRY;PRY;nan
PER;Peru;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;PE;PER;PER;nan
PHL;Philippines;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;PH;PHL;PHL;nan
POL;Poland;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;PL;POL;POL;nan
PRT;Portugal;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;PT;PRT;PRT;nan
QAT;Qatar;2022.0;Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;QA;QAT;QAT;nan
ROU;Romania;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;RO;ROU;ROU;nan
RUS;Russia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;RU;RUS;RUS;nan
RWA;Rwanda;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;RW;RWA;RWA;nan
KNA;Saint Kitts and Nevis;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;KN;KNA;KNA;nan
LCA;Saint Lucia;2022.0;Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;LC;LCA;LCA;nan
VCT;Saint Vincent and The Grenadines;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;VCT;nan
WSM;Samoa;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;WS;WSM;WSM;nan
