DATAFLOW;REF_AREA:Geographic area;INDICATOR:Indicator;SEX:Sex;AGE:Current age;EDUCATION_LEVEL:Education Level;WEALTH_QUINTILE:Wealth Quintile;RESIDENCE:Residence;NUMBER_CHLD:Number of Living Children;TIME_PERIOD:Time period;OBS_VALUE:Observation Value;UNIT_MULTIPLIER:Unit multiplier;UNIT_MEASURE:Unit of measure;SOURCE_LINK:Citation of or link to the data source;SERIES_FOOTNOTE:Series footnote;SOWC_FLAG_C:SOWC flag C;SOWC_FLAG_A:SOWC flag A;SOWC_FLAG_B:SOWC flag B;OBS_STATUS:Observation Status;OBS_CONF:Observation confidentaility;DATA_SOURCE:Data Source;LOWER_BOUND:Lower Bound;UPPER_BOUND:Upper Bound;WGTD_SAMPL_SIZE:Weighted Sample Size;UNWGTD_SAMPL_SIZE:Unweighted Sample Size;TIME_PERIOD_METHOD:Time period activity related to when the data are collected;COVERAGE_TIME:The period of time for which data are provided;FREQ_COLL:Time interval at which the source data are collected;OBS_FOOTNOTE:Observation footnote;ATTR_ENDPOINT
UNICEF:PT(1.0): Child Protection;LBR: Liberia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2017;50.8;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2017;;;;;EOF: End of fieldwork;2017;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LBR: Liberia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2017;43.1;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2017;;;;;EOF: End of fieldwork;2017;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LBR: Liberia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2017;47.2;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2017;;;;;EOF: End of fieldwork;2017;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LBY: Libya;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2007;30.5;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2007;;;;;EOF: End of fieldwork;2007;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LBY: Libya;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2007;40.0;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2007;;;;;EOF: End of fieldwork;2007;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LBY: Libya;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2007;35.3;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2007;;;;;EOF: End of fieldwork;2007;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LCA: Saint Lucia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;29.1;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2018;;;;;EOF: End of fieldwork;2018;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LCA: Saint Lucia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;24.0;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2018;;;;;EOF: End of fieldwork;2018;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LCA: Saint Lucia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;26.5;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2018;;;;;EOF: End of fieldwork;2018;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LKA: Sri Lanka;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2016;28.8;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2016;;;;;EOF: End of fieldwork;2016;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LKA: Sri Lanka;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2016;50.2;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2016;;;;;EOF: End of fieldwork;2016;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LKA: Sri Lanka;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2016;39.4;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2016;;;;;EOF: End of fieldwork;2016;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LTU: Lithuania;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;51.351;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LTU: Lithuania;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;50.878;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LTU: Lithuania;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;51.114;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LUX: Luxembourg;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;23.074;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LUX: Luxembourg;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;20.766;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LUX: Luxembourg;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;21.92;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LVA: Latvia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;49.058;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LVA: Latvia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;44.056;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;LVA: Latvia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;46.557;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MAR: Morocco;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2016;31.6;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2016;;;;;EOF: End of fieldwork;2016;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MAR: Morocco;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2016;44.0;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2016;;;;;EOF: End of fieldwork;2016;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MAR: Morocco;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2016;38.2;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2016;;;;;EOF: End of fieldwork;2016;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MDA: Republic of Moldova;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;43.719;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MDA: Republic of Moldova;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;43.402;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MDA: Republic of Moldova;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;43.56;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MDV: Maldives;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2014;29.5;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2014;;;;;EOF: End of fieldwork;2014;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MDV: Maldives;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2014;30.4;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2014;;;;;EOF: End of fieldwork;2014;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MDV: Maldives;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2014;30.1;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2014;;;;;EOF: End of fieldwork;2014;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MEX: Mexico;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;33.0;;PCNT: %;;;;;y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.;RP: Reported;F: Free;TERCE 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;Average age at time of survey was 11.5 years and definition differs from the standard;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MKD: North Macedonia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;17.744;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MKD: North Macedonia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;18.49;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MKD: North Macedonia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;18.117;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MLT: Malta;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;21.479;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MLT: Malta;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;28.538;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MLT: Malta;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;25.008;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MMR: Myanmar;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2016;48.7;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2016;;;;;EOF: End of fieldwork;2016;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MMR: Myanmar;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2016;51.4;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2016;;;;;EOF: End of fieldwork;2016;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MMR: Myanmar;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2016;50.1;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2016;;;;;EOF: End of fieldwork;2016;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MNG: Mongolia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;25.0;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MNG: Mongolia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;35.9;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MNG: Mongolia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;30.5;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MOZ: Mozambique;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;46.4;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MOZ: Mozambique;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;45.0;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MOZ: Mozambique;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;45.0;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;MRT: Mauritania;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2010;46.3;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2010;;;;;EOF: End of fieldwork;2010;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
