;COUNTRY_ISO_3;RAW_OBS_VALUE;TIME_PERIOD;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR;ATTR_ENCODING_LABELS
127;NIC;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
128;NER;2;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
129;NGA;4;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
130;NOR;4;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
131;OMN;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
132;PAK;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
133;PLW;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
134;PSE;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
135;PAN;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
136;PNG;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
137;PRY;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
138;PER;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
139;PHL;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
140;POL;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
141;PRT;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
142;QAT;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
143;ROU;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
144;RUS;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
145;RWA;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
146;KNA;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
147;LCA;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
148;VCT;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
149;WSM;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
150;SMR;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
151;STP;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
152;SAU;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
153;SEN;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
154;SRB;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
155;SYC;3;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
156;SLE;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
157;SGP;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
158;SVK;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
159;SVN;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
160;SLB;0;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
161;SOM;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
162;ZAF;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
163;SSD;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
164;ESP;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
165;LKA;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
166;SDN;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
167;SUR;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
168;SWE;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
169;CHE;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
170;SYR;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
171;TJK;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
172;TZA;3;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
173;THA;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
174;TLS;4;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
175;TGO;3;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
176;TON;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
177;TTO;3;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
178;TUN;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
179;TUR;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
180;TKM;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
181;TUV;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
182;UGA;2;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
183;UKR;3;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
184;ARE;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
185;GBR;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
186;USA;0;2020.0;both;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
187;URY;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
188;UZB;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
189;VUT;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
190;VEN;0;2023.0;right_only;;Community and Environment;Resource use and damage to the environment;Legal framework national;CE_RD_LF_COEIST;https://eiti.org/countries;EITI;Is the country making progress towards implementing the Extractives Industry Transparency Initiative standard?;;;;Countries: Implementation status;https://eiti.org/api/v2.0/implementing_country;2020;"4=Satisfactory progress; 3=Meaningful progress; 2=To be assessed; 1=Suspended inadequate progress/ suspended political instability; 0=Not a member/ other / no data"
