SOURCE_ID;SOURCE_ID;STARTPERIOD;ENDPERIOD;TIMEPERIOD;FILE_PATH;WPA_OBS_RAW_COL;VALUE_ID;WPA_YEAR_COL;TIME_PERIOD;startPeriod;endPeriod;SHEET_NAME;RAW_OBS_VALUE_COLUMN_NAME;EXTRACTOR_CLASS;RAW_OBS_VALUE_TYPE;INVERT_NORMALIZATION;NORMALISE_TO_100000;SOURCE_TITLE;ENDPOINT_URL;SOMETHING;STUFF;ADDRESS;INDICATOR_ID;VALUE_ID_default;SOURCE_TYPE;SOURCE_BODY;SOURCE_TITLE_default;ADDRESS_default;EXTRACTOR_CLASS_default;FORMER_SOURCE_ID;ENDPOINT_URL_default;un_treaty_data_col;WPA_OBS_RAW_COL_default;WPA_YEAR_COL_default;RAW_OBS_VALUE_COLUMN_NAME_default;COUNTRY_NAME_COLUMN_NAME;RAW_OBS_VALUE_TYPE_default;ATTR_RATIFICATION_DATE_COLUMN_NAME;ATTR_UNIT_MEASURE;INVERT_NORMALIZATION_default;DIMENSION_VALUES_NORMALIZATION;UNIT_MEASURE;COMMENT;COMMENTS;FILE_PATH_default;NRGI_SECTOR;LINKT_TO;NORMALISE_TO_100000_default;PROJECT;INDEX;ISSUE;CATEGORY;INDICATOR_CODE_2018;INDICATOR_NAME;INDICATOR_DESCRIPTION;INDICATOR_EXPLANATION;STATUS;COMMENTS_default;EFFECTIVE_OF;CURRENT;CALCULATION_TYPE;LEGACY_DATA_FROM;REPLACES_IND_ID;DIMENSION_VALUES_NORMALIZATION_default;UNIT_MEASURE_default;CORRESPONDING_SOURCE;CORRESPONDING_VALUE_TYPE;SORTING_COLUMN;INDICATOR_ACR;COMMENT_default;INDEX_CODE;ISSUE_CODE;CATEGORY_CODE;INDICATOR_CODE;TYPE;RANGE;VALUE_ENCODING;VALUE_LABELS;NA_ENCODING;UNITS;CRBA_RELEASE_YEAR
161;X-105;;;;raw/Kids Rights Index.xlsx;;V-5;;2022.0;;;;Score Environment;etl.source_adapter.kids_right_index.KidsRightsIndex;continuous;not inverted;;KidsRights Index 2022 Child Rights: Environment Score;nan;;;http://www.kidsrightsindex.org/Child-Rights-Environment;I-63;V-5;Website (dynamic interactive);KidsRights Index Child Rights: Environment Score;;http://www.kidsrightsindex.org/Child-Rights-Environment;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-128;nan;;;;;;continuous;;;not inverted;;IDX;;;;;;;CRBA;Workplace;Maternity and paternity protection;Enforcement;NEW;Enabling environment for child rights fulfilment;KidsRights Index - Child Rights Environment score;;Created;;2020.0;1.0;automated;;;;IDX;;;63.0;ENECRF;;WP;MP;EN;WP_MP_EN_ENECRF;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
162;X-106;;;;raw/Kids Rights Index.xlsx;;V-5;;2022.0;;;;Score Environment;etl.source_adapter.kids_right_index.KidsRightsIndex;continuous;not inverted;;KidsRights Index 2022 Child Rights: Environment Score;nan;;;http://www.kidsrightsindex.org/Child-Rights-Environment;I-109;V-5;Website (dynamic interactive);KidsRights Index Child Rights: Environment Score;;http://www.kidsrightsindex.org/Child-Rights-Environment;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-128;nan;;;;;;continuous;;;not inverted;;IDX;;;;;;;CRBA;Marketplace;Online Abuse and exploitation;Enforcement;2.1.1;Enabling environment for child rights fulfilment;KidsRights Index - Child Rights Environment score;;Created;;2018.0;1.0;automated;2018.0;;;IDX;;;109.0;ENECRF;;MP;OL;EN;MP_OL_EN_ENECRF;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
163;X-107;;;;raw/Kids Rights Index.xlsx;;V-5;;2022.0;;;;Score Environment;etl.source_adapter.kids_right_index.KidsRightsIndex;continuous;not inverted;;KidsRights Index 2022 Child Rights: Environment Score;nan;;;http://www.kidsrightsindex.org/Child-Rights-Environment;I-179;V-5;Website (dynamic interactive);KidsRights Index Child Rights: Environment Score;;http://www.kidsrightsindex.org/Child-Rights-Environment;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-128;nan;;;;;;continuous;;;not inverted;;IDX;;;;;;;CRBA;Community and Environment;Fulfillment of children’s rights;Enforcement;2.1.1;Enabling environment for child rights fulfilment;KidsRights Index - Child Rights Environment score;;Created;;2018.0;1.0;automated;;;;IDX;;;179.0;ENECRF;;CE;FC;EN;CE_FC_EN_ENECRF;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
164;X-118;;;;raw/S-11, S-120, S-124, S-134, S-229 OOSI_Out_of_the_shadows_index_60-countries_May2019.xlsm;;V-27;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;;;Global Health Observatory, Existence of operational policy/strategy/action plan for tobacco: ;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_TobPlan.csv;;;http://apps.who.int/gho/data/view.main.2473;I-115;V-27;API (WHO);WHO;Global Health Observatory, Existence of operational policy/strategy/action plan for tobacco: ;http://apps.who.int/gho/data/view.main.2473;etl.source_adapter.csv.DefaultCSVExtractor;S-135;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_TobPlan.csv;;;;;;;;;;;;;;;;;;CRBA;Marketplace;Marketing and Advertising;Enforcement;2.1.1;Operational policy on tobacco use;Existence of operational policy/strategy/action plan to decrease tobacco use;;Created;;2018.0;1.0;automated;2018.0;;;;;;115.0;OPPOTU;;MP;MA;EN;MP_MA_EN_OPPOTU;Categorical;[0,1,2,3];"2=Yes; 2=yes; 1=No; 1=no; 0=No data; 0=don't know;0=Don't know; 0=No data received; 0=No response; 0=Unknown; 0=unknown";"2=Yes; 1=No; 0=Don't know/ No data received/ No response/ No data";;;2023
165;X-129;;;;../../../2020/in/data/staging/X-129.xlsx;;V-51;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;Environmental Rule of Law: First Global Report (2019): ;nan;;;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;I-127;V-51;PDF;UNEP;Environmental Rule of Law: First Global Report (2019): ;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-147;nan;;;;;;categorical;;;;;;;;;;;;CRBA;Community and Environment;Resource use and damage to the environment;Legal framework national;1.2.1.1;Environmental protection;Does the country have a national environmental framework law?;;Created;;2018.0;1.0;manual;;;;;;;127.0;ENVPRO;;CE;RD;LF;CE_RD_LF_ENVPRO;Categorical;[1,2];"2=Yes; 1=No";"2=Yes, country has national environmental framework; 1=No framework reported";;;2023
166;X-131;;;;../../../2020/in/data/staging/X-131.xlsx;;V-52;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;Environmental Rule of Law: First Global Report (2019): ;nan;;;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;I-128;V-52;PDF;UNEP;Environmental Rule of Law: First Global Report (2019): ;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-148;nan;;;;;;categorical;;;;;;;;;;;;CRBA;Community and Environment;Resource use and damage to the environment;Legal framework national;NEW;Pollutant register;Does the country have a law requiring pollutant release and transfer registers?;;Created;;2020.0;1.0;manual;;;;;;;128.0;POLREG;;CE;RD;LF;CE_RD_LF_POLREG;Categorical;[1, 2, 3];"3=Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers; 2=There is a pollutant release and transfer register, but there is no specific national legal instrument; 1=No";"3=Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers; 2=There is a pollutant release and transfer register, but there is no specific national legal instrument; 1=No law reported";;;2023
167;X-132;;;;../../../2020/in/data/staging/X-132.xlsx;;V-54;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;Environmental Rule of Law: First Global Report (2019): ;nan;;;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;I-129;V-54;PDF;UNEP;Environmental Rule of Law: First Global Report (2019): ;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-149;nan;;;;;;categorical;;;;;;Publication of the second global report is in Q3 2023. CRBA-88;;;;;;CRBA;Community and Environment;Resource use and damage to the environment;Legal framework national;NEW;Environmental impact assessment;Does the country have an environmental impact assessment law?;;Created;;2020.0;1.0;manual;;;;;;;129.0;ENIMAS;;CE;RD;LF;CE_RD_LF_ENIMAS;Categorical;[1,2];"2=Yes, the country has a stand-alone legal instrument for environmental impact assessments ; 2=Yes, the country has environmental impact assessment provisions in other legal instruments ; 2=Countries with stand-alone legal instruments for environmental impact assessments ; 1=No";"2=Yes, the country has a stand-alone legal instrument for environmental impact assessments OR Yes, the country has environmental impact assessment provisions in other legal instruments OR Countries with stand-alone legal instruments for environmental impact assessments ; 1=No law reported";;;2023
168;X-133;;;;../../../2020/in/data/staging/X-133.xlsx;;V-53;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;Environmental Rule of Law: First Global Report (2019): ;nan;;;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;I-130;V-53;PDF;UNEP;Environmental Rule of Law: First Global Report (2019): ;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-150;nan;;;;;;categorical;;;;;;Publication of the second global report is in Q3 2023. CRBA-88;;;;;;CRBA;Community and Environment;Resource use and damage to the environment;Legal framework national;1.2.1.2;Access to information;Does the country have laws protecting access to information?;;Created;;2018.0;1.0;manual;;;;;;;130.0;ACCINF;;CE;RD;LF;CE_RD_LF_ACCINF;Categorical;[1, 2, 3];"3=Yes, the country has a constitutional right and other legal provisions for access to information; 2=Yes, the country has legal provisions for access to information; 2=Yes, the country has a constitutional right of access to information; 1=No";"3=Yes, the country has a constitutional right and other legal provisions for access to information; 2=Yes, the country has legal provisions for access to information OR Yes, the country has a constitutional right of access to information; 1=No laws reported";;;2023
169;X-134;;;;../../../2020/in/data/staging/X-134.xlsx;;V-55;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;Environmental Rule of Law: First Global Report (2019): ;nan;;;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;I-131;V-55;PDF;UNEP;Environmental Rule of Law: First Global Report (2019): ;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-151;nan;;;;;;categorical;;;;;;Publication of the second global report is in Q3 2023. CRBA-88;;;;;;CRBA;Community and Environment;Resource use and damage to the environment;Legal framework national;1.2.1.3;Participation;Do national laws guarantee public participation?;;Created;;2018.0;1.0;manual;;;;;;;131.0;PARTIC;;CE;RD;LF;CE_RD_LF_PARTIC;Categorical;[1, 2, 3, 4];"4=Countries with constitutional provisions on public participation AND Countries with provisions in national administrative framework laws broadly providing for public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation; 3=Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation ; 3=Countries with provisions in national administrative framework laws broadly providing for public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation ; 3=Countries with provisions in national environmental framework laws broadly guaranteeing public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation ; 2=Countries with provisions in national environmental framework laws broadly guaranteeing public participation; 2=Countries with constitutional provisions on public participation ; 2=Countries with provisions in national administrative framework laws broadly providing for public participation ; 1=No";"4=Countries with constitutional provisions on public participation AND Countries with provisions in national administrative framework laws broadly providing for public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation; 3=Countries with constitutional provisions on public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation OR Countries with provisions in national administrative framework laws broadly providing for public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation OR  Countries with provisions in national environmental framework laws broadly guaranteeing public participation AND Countries with provisions in national environmental framework laws broadly guaranteeing public participation ; 2=Countries with provisions in national environmental framework laws broadly guaranteeing public participation OR Countries with constitutional provisions on public participation OR Countries with provisions in national environmental framework laws broadly guaranteeing public participation ; 1=No";;;2023
170;X-135;;;;../../../2020/in/data/staging/X-135.xlsx;;V-56;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;Environmental Rule of Law: First Global Report (2019): ;nan;;;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;I-132;V-56;PDF;UNEP;Environmental Rule of Law: First Global Report (2019): ;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-152;nan;;;;;;categorical;;;;;;;;;;;;CRBA;Community and Environment;Resource use and damage to the environment;Legal framework national;1.2.1.4;Right to enforcement and compensation;Do national laws allow for civil suits?;;Created;;2018.0;1.0;manual;;;;;;;132.0;RIENCO;;CE;RD;LF;CE_RD_LF_RIENCO;Categorical;[1, 2, 3];"3=Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws:; 2=Countries that have provisions in their environmental framework laws allowing for citizen suits; 2=Countries that have provisions in their environmental framework laws allowing for citizen suits; 2=Countries that have constitutional provisions allowing for citizen suits:; 1=No";"3=Countries that have provisions allowing for citizen suits in both their constitutions and their environmental framework laws; 2=Countries that have provisions in their environmental framework laws allowing for citizen suits OR Countries that have provisions in their environmental framework laws allowing for citizen suits; 1=No";;;2023
171;X-142;;;;raw/ghg-emissions.csv;;V-5;;;;;;;etl.source_adapter.manual.Climate_Watch_Data_S_159;;inverted;;ghg emissions per capita (CAIT);nan;;;https://www.climatewatchdata.org/ghg-emissions?calculation=PER_CAPITA&end_year=2016&start_year=1990;I-139;V-5;Excel (no URL);Climate Watch;ghg emissions per capita (CAIT);https://www.climatewatchdata.org/ghg-emissions?calculation=PER_CAPITA&end_year=2016&start_year=1990;etl.source_adapter.manual.Climate_Watch_Data_S_159;S-159;nan;;;;;;;;;inverted;;tCO2e_PER_CAPITA;;;;;;;CRBA;Community and Environment;Resource use and damage to the environment;Outcome;NEW;Greenhouse gas emissions;Total GHG emissions with LULUCF;;Created;;2020.0;1.0;automated;;;;tCO2e_PER_CAPITA;;;139.0;GRGAEM;;CE;RD;OC;CE_RD_OC_GRGAEM;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
172;X-148;;;;../../../2020/in/data/staging/X-148.xlsx;;V-43;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;Environmental Rule of Law: First Global Report (2019): ;nan;;;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;I-145;V-43;PDF;UNEP;Environmental Rule of Law: First Global Report (2019): ;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-165;nan;;;;;;categorical;;;;;;Publication of the second global report is in Q3 2023. CRBA-88;;;;;;CRBA;Community and Environment;Land rights;Legal framework national;1.2.2.1;Indigenous land tenure;Do national laws recognise indigenous land tenure?;;Created;;2018.0;1.0;manual;;;;;;;145.0;INLATE;;CE;LR;LF;CE_LR_LF_INLATE;Categorical;[0,1,2,3,4];"4=Countries where national laws fully address community land tenure; 4  =Countries where national laws fully address indigenous land tenure;  3=Countries with national laws that make significant progress toward addressing community land tenure;  3=Countries with national laws that make significant progress toward addressing indigenous land tenure; 2=Countries with national laws that reflect limited progress in addressing community land tenure; 2=Countries with national laws that reflect limited progress in addressing indigenous land tenure; 1=Countries where laws do not address community land tenure; 1=Countries where laws do not address indigenous land tenure; 0=No data";"4=Countries where national laws fully address community land tenure OR Countries where national laws fully address indigenous land tenure; 3=Countries with national laws that make significant progress toward addressing community land tenure OR Countries with national laws that make significant progress toward addressing indigenous land tenure; 2=Countries with national laws that reflect limited progress in addressing community land tenure OR Countries with national laws that reflect limited progress in addressing indigenous land tenure; 1=Countries where laws do not address community land tenure OR Countries where laws do not address indigenous land tenure; 0=No data";;;2023
173;X-150;;;;../../../2020/in/data/raw/S_167_Pct_IP_CommunityLands/Pct_IP_CommunityLands_20170623.xls;;V-5;;;;;;;etl.source_adapter.manual.Landmark_Data;;not inverted;;Percent of indigenous AND community lands ACKNOWLEDGED BY GOVT (FORMALLY RECOGNIZED) in the country, actual number from source;;;;https://www.landmarkmap.org/data/;I-148;V-5;Excel (no URL);Landmark;Percent of indigenous AND community lands ACKNOWLEDGED BY GOVT (FORMALLY RECOGNIZED) in the country, actual number from source;https://www.landmarkmap.org/data/;etl.source_adapter.manual.Landmark_Data;S-167;;;;;;;;;;not inverted;;PCNT;;;;;;;CRBA;Community and Environment;Land rights;Outcome;3.2.1;Proportion of indigenous and community lands formally recognised;Percentage of Indigenous and Community Lands formally recognised;;Created;;2018.0;1.0;automated;2018.0;;;PCNT;;;148.0;PICLFR;;CE;LR;OC;CE_LR_OC_PICLFR;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
174;X-176;;;;raw/Kids Rights Index.xlsx;;V-5;;2022.0;;;;Score Education;etl.source_adapter.kids_right_index.KidsRightsIndex;continuous;not inverted;;KidsRights Index 2022 Child Rights: Education Score;nan;;;https://www.kidsrightsindex.org/;I-175;V-5;Website (dynamic interactive);Kids Rights Index;KidsRights Index 2019 Child Rights: Education Score;https://www.kidsrightsindex.org/;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-194;nan;;;;;;continuous;;;not inverted;;IDX;;;;;;;CRBA;Community and Environment;Fulfillment of children’s rights;Outcome;3.5.1;Right to education fulfilment;KidsRights Index Education score or, if unavailable, net primary enrolment and gross secondary enrolment;;Created;;2018.0;1.0;automated;;;;IDX;;;175.0;RIEDFU;;CE;FC;OC;CE_FC_OC_RIEDFU;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
175;X-177;;;;raw/Kids Rights Index.xlsx;;V-5;;2022.0;;;;Score Health;etl.source_adapter.kids_right_index.KidsRightsIndex;continuous;not inverted;;KidsRights Index 2022 Child Rights: Health Score;nan;;;https://www.kidsrightsindex.org/;I-176;V-5;Website (dynamic interactive);Kids Rights Index;KidsRights Index 2019 Child Rights: Health Score;https://www.kidsrightsindex.org/;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-195;nan;;;;;;continuous;;;not inverted;;IDX;;;;;;;CRBA;Community and Environment;Fulfillment of children’s rights;Outcome;3.6.1;Right to health fulfilment;KidsRights Index Health score ;;Created;;2018.0;1.0;automated;;;;IDX;;;176.0;RIHEFU;;CE;FC;OC;CE_FC_OC_RIHEFU;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
176;X-178;;;;raw/Kids Rights Index.xlsx;;V-5;;2022.0;;;;Score Protection;etl.source_adapter.kids_right_index.KidsRightsIndex;continuous;not inverted;;KidsRights Index 2022 Child Rights: Protection Score;nan;;;https://www.kidsrightsindex.org/;I-177;V-5;Website (dynamic interactive);Kids Rights Index;KidsRights Index 2019 Child Rights: Protection Score;https://www.kidsrightsindex.org/;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-196;nan;;;;;;continuous;;;not inverted;;IDX;;;;;;;CRBA;Community and Environment;Fulfillment of children’s rights;Outcome;3.7.1;Right to protection fulfilment;KidsRights Index Protection score ;;Created;;2018.0;1.0;automated;;;;IDX;;;177.0;RIPRFU;;CE;FC;OC;CE_FC_OC_RIPRFU;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
177;X-179;;;;raw/Kids Rights Index.xlsx;;V-5;;2022.0;;;;Score Protection;etl.source_adapter.kids_right_index.KidsRightsIndex;continuous;not inverted;;KidsRights Index 2022 Child Rights: Life Score;nan;;;https://www.kidsrightsindex.org/;I-178;V-5;Website (dynamic interactive);Kids Rights Index;KidsRights Index 2019 Child Rights: Life Score;https://www.kidsrightsindex.org/;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-197;nan;;;;;;continuous;;;not inverted;;IDX;;;;;;;CRBA;Community and Environment;Fulfillment of children’s rights;Outcome;NEW;Right to life fulfilment;KidsRights Index Life score;;Created;;2020.0;1.0;automated;;;;IDX;;;178.0;RILIFU;;CE;FC;OC;CE_FC_OC_RILIFU;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
178;X-210;;;;raw/S_40, S_63, S_66, S_231, S_232/WORLD_Dataset_Adult_Labor_9.17.18.xls;day_of_rest;V-47;2016.0;;;;;;etl.source_adapter.wpa.WPA_Extractor;;;;Are workers guaranteed a weekly day of rest?;nan;;;https://www.worldpolicycenter.org/policies/are-workers-guaranteed-a-weekly-day-of-rest;I-218;V-47;Excel (no URL);World Policy Analysis Centre;Are workers guaranteed a weekly day of rest?;https://www.worldpolicycenter.org/policies/are-workers-guaranteed-a-weekly-day-of-rest;etl.source_adapter.wpa.WPA_Extractor;S-231;nan;;day_of_rest;2019.0;;;;;;;;;;;;;;;CRBA;Workplace;Decent working conditions;Legal framework national;NEW;Weekly rest;Are workers guaranteed a weekly day of rest?;;Created;;2020.0;1.0;automated;;;;;;;218.0;WEERES;;WP;DW;LF;WP_DW_LF_WEERES;Categorical;[0,1,2,3,4];"4=5.0; 3=4.0; 2=3.0; 1=1.0";"4 =37 - 48 hours; 3=25 - 36hours; 2=24 hours; 1=No day of rest; 0=No data";;;2023
179;X-211;;;;raw/S_40, S_63, S_66, S_231, S_232/WORLD_Dataset_Adult_Labor_9.17.18.xls;night_premium;V-48;2016.0;;;;;;etl.source_adapter.wpa.WPA_Extractor;;;;Is there a wage premium for night work?;nan;;;https://www.worldpolicycenter.org/policies/is-there-a-wage-premium-for-night-work;I-219;V-48;Excel (no URL);World Policy Analysis Centre;Is there a wage premium for night work?;https://www.worldpolicycenter.org/policies/is-there-a-wage-premium-for-night-work;etl.source_adapter.wpa.WPA_Extractor;S-232;nan;;night_premium;2019.0;;;;;;;;;;;;;;;CRBA;Workplace;Decent working conditions;Legal framework national;NEW;Wage premium for nightwork;Is there a wage premium for night work?;;Created;;2020.0;1.0;automated;;;;;;;219.0;WAPRNI;;WP;DW;LF;WP_DW_LF_WAPRNI;Categorical;[0,1,2,3,4,5];"5=5.0; 4=4.0; 3=3.0; 2=2.0; 1=1.0";"5=126% - 150%; 4 =105% - 125%; 3=Set externally; 2=Only for certain employees; 1=No premium; 0=No data";;;2023
180;X-212;;;;../../../2020/in/data/staging/X-212.xlsx;;V-43;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;Environmental Rule of Law: First Global Report (2019): Communit and land tenure;nan;;;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;I-146;V-43;PDF;UNEP;Environmental Rule of Law: First Global Report (2019): Communit and land tenure;https://wedocs.unep.org/bitstream/handle/20.500.11822/27279/Environmental_rule_of_law.pdf?sequence=1&isAllowed=y;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-233;nan;;;;;;categorical;;;;;;Publication of the second global report is in Q3 2023. CRBA-88;;;;;;CRBA;Community and Environment;Land rights;Legal framework national;NEW;Community land tenure;Do national laws recognise community land tenure?;;Created;;2020.0;1.0;manual;;;;;;;146.0;COLATE;;CE;LR;LF;CE_LR_LF_COLATE;Categorical;[0,1,2,3,4];"4=Countries where national laws fully address community land tenure; 4  =Countries where national laws fully address indigenous land tenure;  3=Countries with national laws that make significant progress toward addressing community land tenure;  3=Countries with national laws that make significant progress toward addressing indigenous land tenure; 2=Countries with national laws that reflect limited progress in addressing community land tenure; 2=Countries with national laws that reflect limited progress in addressing indigenous land tenure; 1=Countries where laws do not address community land tenure; 1=Countries where laws do not address indigenous land tenure; 0=No data";"4=Countries where national laws fully address community land tenure OR Countries where national laws fully address indigenous land tenure; 3=Countries with national laws that make significant progress toward addressing community land tenure OR Countries with national laws that make significant progress toward addressing indigenous land tenure; 2=Countries with national laws that reflect limited progress in addressing community land tenure OR Countries with national laws that reflect limited progress in addressing indigenous land tenure; 1=Countries where laws do not address community land tenure OR Countries where laws do not address indigenous land tenure; 0=No data";;;2023
181;X-214;;;;../../../2020/in/data/staging/X-214.xlsx;;V-60;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;categorical;;;Marketing and advertising self regulation (sources: DLA Piper and ICAS);nan;;;https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/ and https://icas.global/wp-content/uploads/2019_Global_SRO_Factbook.pdf;I-75;V-60;Website (static html);UNICEF research;Marketing and advertising self regulation (sources: DLA Piper and ICAS);https://www.dlapiper.com/en/uk/insights/publications/2016/12/advertising-and-marketing-to-children/ and https://icas.global/wp-content/uploads/2019_Global_SRO_Factbook.pdf;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-235;nan;;;;;;categorical;;;;;;;;;;;;CRBA;Marketplace;Marketing and Advertising;Legal framework national;1.2.1.1.1;Marketing and advertising self-regulation;Is there evidence of marketing and advertising self-regulation?;;Updated;;2020.0;1.0;research;;;;;;;75.0;MAADSE;;MP;MA;LF;MP_MA_LF_MAADSE;Categorical;[1,2,3];"3=There is an SRO and an industry code of practice.; 2=There is either an SRO or an industry code of practice; 1=No evidence of SRO or an industry code of practice";"3=There is an SRO and an industry code of practice.; 2=There is either an SRO or an industry code of practice; 1=No evidence of SRO or an industry code of practice";;;2023
182;X-100;;;;;;V-5;;;;;;;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;continuous;inverted;1.0;NCMEC 2019 World Map ;nan;;;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;I-104;V-39;Other;NCMEC;NCMEC 2019 World Map ;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;etl.source_adapter.manual.HumanEnteredBlueprintIndicatorBuilder;S-123;nan;;;;;;categorical;;;;;;;;;;;;CRBA;Marketplace;Online Abuse and exploitation;Outcome;NEW;Reports of suspected missing or exploited children;Number of NCMEC reports by country;;Created;;2020.0;1.0;research;;;;;;;104.0;RESMEC;;MP;OL;OC;MP_OL_OC_RESMEC;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
