;COUNTRY_ISO_3;TIME_PERIOD;RAW_OBS_VALUE;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR;ATTR_ENCODING_LABELS
95;LVA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
96;LBN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
97;LSO;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
98;LBR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
99;LBY;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
100;LIE;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
101;LTU;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
102;LUX;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
103;MKD;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
104;MDG;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
105;MWI;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
106;MYS;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
107;MDV;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
108;MLI;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
109;MLT;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
110;MHL;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
111;MRT;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
112;MUS;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
113;MEX;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
114;FSM;2023;0;right_only;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
115;MDA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
116;MCO;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
117;MNG;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
118;MNE;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
119;MAR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
120;MOZ;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
121;MMR;2023;0;right_only;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
122;NAM;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
123;NRU;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
124;NPL;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
125;NLD;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
126;NZL;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
127;NIC;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
128;NER;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
129;NGA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
130;NOR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
131;OMN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
132;PAK;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
133;PLW;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
134;PSE;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
135;PAN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
136;PNG;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
137;PRY;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
138;PER;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
139;PHL;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
140;POL;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
141;PRT;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
142;QAT;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
