;COUNTRY_NAME;RAW_OBS_VALUE;TIME_PERIOD;COUNTRY_ISO_2;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR;ATTR_ENCODING_LABELS
107;Maldives;3;2020.0;MV;MDV;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
108;Mali;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;ML;MLI;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
109;Malta;3;2020.0;MT;MLT;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
110;Marshall Islands;3;2020.0;MH;MHL;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
111;Mauritania;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;MR;MRT;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
112;Mauritius;3;2020.0;MU;MUS;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
113;Mexico;3;2020.0;MX;MEX;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
114;Micronesia, Federated States of;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;FM;FSM;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
115;Moldova, Republic of;3;2020.0;MD;MDA;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
116;Monaco;3;2020.0;MC;MCO;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
117;Mongolia;3;2020.0;MN;MNG;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
118;Montenegro;3;2020.0;ME;MNE;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
119;Morocco;3;2020.0;MA;MAR;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
120;Mozambique;3;2020.0;MZ;MOZ;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
121;Myanmar;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;MM;MMR;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
122;Namibia;3;2020.0;NA;NAM;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
123;Nauru;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;NR;NRU;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
124;Nepal;3;2020.0;NP;NPL;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
125;;0;2023.0;;NLD;right_only;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
126;New Zealand;3;2020.0;NZ;NZL;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
127;Nicaragua;3;2020.0;NI;NIC;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
128;Niger;3;2020.0;NE;NER;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
129;Nigeria;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;NG;NGA;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
130;Norway;3;2020.0;NO;NOR;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
131;Oman;2;2020.0;OM;OMN;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
132;Pakistan;3;2020.0;PK;PAK;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
133;Palau;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;PW;PLW;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
134;;0;2023.0;;PSE;right_only;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
135;Panama;3;2020.0;PA;PAN;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
136;Papua New Guinea;3;2020.0;PG;PNG;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
137;Paraguay;3;2020.0;PY;PRY;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
138;Peru;3;2020.0;PE;PER;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
139;;0;2023.0;;PHL;right_only;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
140;Poland;3;2020.0;PL;POL;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
141;Portugal;3;2020.0;PT;PRT;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
142;Qatar;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;QA;QAT;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
143;Romania;3;2020.0;RO;ROU;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
144;Russian Federation;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;RU;RUS;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
145;Rwanda;3;2020.0;RW;RWA;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
146;St. Kitts and Nevis;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;KN;KNA;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
147;St. Lucia;3;2020.0;LC;LCA;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
148;;0;2023.0;;VCT;right_only;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
149;Samoa;2;2020.0;WS;WSM;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
150;San Marino;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;SM;SMR;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
151;;0;2023.0;;STP;right_only;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
152;Saudi Arabia;3;2020.0;SA;SAU;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
153;Senegal;3;2020.0;SN;SEN;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
154;Serbia;3;2020.0;RS;SRB;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
155;Seychelles;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;SC;SYC;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
156;;0;2023.0;;SLE;right_only;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
157;Singapore;3;2020.0;SG;SGP;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
158;Slovakia;3;2020.0;SK;SVK;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
159;Slovenia;3;2020.0;SI;SVN;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
160;Solomon Islands;VALUE WITHOUT MAPPING - PLEASE MAP;2020.0;SB;SLB;both;Sexual harassment;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_SEXHAR;https://www.worldpolicycenter.org/policies/is-sexual-harassment-explicitly-prohibited-in-the-workplace;World Policy Analysis Centre;Is sexual harassment explicitly prohibited in the workplace?;;;;Is sexual harassment explicitly prohibited in the workplace? ;nan;2023;"3=Only harassment of women OR Yes, for both women and men; 2=Not prohibited, but at least some protection; 1=Sexual harassment not explicitly prohibited; 0=No data"
