;TIME_PERIOD;COUNTRY_ISO_3;RAW_OBS_VALUE;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
144;2023.0;PRT;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
145;2012.0;QAT;29.3;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
146;2004.0;ROU;15.8;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
147;2023.0;RUS;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
148;2020.0;RWA;80.9;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
149;2023.0;KNA;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
150;2012.0;LCA;3.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
151;2023.0;VCT;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
152;2014.0;WSM;70.3;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
153;2023.0;SMR;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
154;2019.0;STP;63.1;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
155;2023.0;SAU;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
156;2019.0;SEN;40.8;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
157;2019.0;SRB;23.6;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
158;2023.0;SYC;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
159;2019.0;SLE;54.0;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
160;2023.0;SGP;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
161;2023.0;SVK;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
162;2023.0;SVN;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
163;2015.0;SLB;76.2;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
164;2018.0;SOM;33.7;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
165;2016.0;ZAF;31.6;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
166;2010.0;SSD;44.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
167;2023.0;ESP;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
168;2016.0;LKA;80.9;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
169;2014.0;SDN;54.6;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
170;2018.0;SUR;8.9;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
171;2023.0;SWE;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
172;2023.0;CHE;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
173;2019.0;SYR;28.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
174;2017.0;TJK;35.8;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
175;2018.0;TZA;57.8;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
176;2019.0;THA;14.0;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
177;2020.0;TLS;65.0;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
178;2017.0;TGO;64.3;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
179;2019.0;TON;39.6;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
180;2011.0;TTO;21.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
181;2018.0;TUN;13.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
182;2018.0;TUR;40.7;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
183;2019.0;TKM;56.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
184;2007.0;TUV;34.7;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
185;2016.0;UGA;65.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
186;2012.0;UKR;19.7;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
187;2023.0;ARE;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
188;2023.0;GBR;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
189;2018.0;USA;25.8;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
190;2018.0;URY;57.7;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
191;2017.0;UZB;49.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
192;2013.0;VUT;72.6;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
193;1998.0;VEN;7.1;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
194;2014.0;VNM;24.0;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
195;2013.0;YEM;9.7;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
196;2018.0;ZMB;69.9;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
197;2019.0;ZWE;41.9;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
